English Term,POS Tags,Sanskrit Terms
enter,v. a.,{#viS/viSati/vezwuM/praviS/niviS/AviS/samAviS/Agam/aBigam/aByAgam/antargam/AyA/aBiyA/upasTA/Sri/Srayati/ASri/gAh/gAhate/vigAh/aBiliK/(/Aruh/pravft/prakram/upakram/grah/gfhlAti/grahItuM#}
entered,p. p.,{#pravizwaH/nivizwaH/AvizwaH/aBiliKitaH/AropitaH/leKyArUQaH/samAropitaH#}
enterprise,s.,{#pravfttiH/udyogaH/utsAhaH/AramBaH/upakramaH/vyavasAyaH/udyamaH/cezwA/cezwitaM/karmma/prOQiH/grahaH/sADyaM/adButakarmma/AScaryyakarmma/kaWinakarmma#}
enterprise,v. a.,{#upakram/AraB/samAraB/vyavaso/pravft#}
enterpriser,s.,{#kaWinakarmmapravfttaH/durgakarmmavyavasAyI/mahotsAhaH#}
enterprising,a.,{#vyavasAyI/vyavasAyakArI/udyogI/sodyogaH/kaWinakarmmavyavasAyI/sAhasikaH#}
entertain,v. a.,{#sev/sevate/pUj/pUjayati/svAdvannEH/(/tfp/(tarpayati/Buj/(Bojayati/vinud/vilas/ram/ramayati/manasi/Darati/DarttuM/upalaB/grah/gfhlAti/grahItuM#}
entertained,p. p.,{#satkftaH/vino#}
entertainer,s.,{#satkArI/satkft/AmantrayitA/nimantraRakft#}
entertaining,a.,{#vinodakaH/vinodajanakaH/hAsyayuktaH#}
entertainment,s.,{#vinodaH/vilAsaH/satkAraH/satkarmma/atiTisatkriyA/atiTisevA/atiTipUjanaM/AtiTyaM/atiTikriyA/saNgrahaH/utsavaH#}
enthrall,,{##}
enthrone,v. a.,{#rAjAsane/(/aDyAs/(#}
enthroned,p. p.,{#siMhAsanopavizwaH/siMhAsanADyAsitaH/aDyAsInaH/rAjye aBipiktaH#}
enthronement,s.,{#siMhAsanopaveSanaM/siMhAsanADyAsaH/aBizekaH#}
enthusiasm,s.,{#unmAdaH/madaH/unmadaH/BaktivyagratA/SradDAvyagratA/BakticaRqatA/miTyABaktiH/uttApaH/uzRatA/upmaH/caRqatA/uccaRqatA/pracaRqatA/vyagratA/ugratA/OtsukyaM/tEkzRyaM/tIkzRatA/atyantAnurAgaH/budDivyagratA#}
enthusiast,s.,{#devaBa/ktivyagraH/miTyABaktimAn/uttaptabadDiH/vyagrabudDiH/pramadajanaH/tIkzRajanaH#}
enthusiastic,a.,{#vyagraH/uttaptaH/caRqaH./uccaRqaH/pracaRqaH/uzRaH/ugraH/atyanurAgI/utsukaH/tIkzRaH/tIkzRakarmmA/udyuktaH/unmAdavAn#}
enthusiastically,adv.,{#ativyagraM/uttApena/atyanurAgeRa/sakutUhalaM#}
enthymeme,s.,{#nyUnEkAvayavaH/luptanyAyaH#}
entice,v. a.,{#Akfz/luB/praluB/pariluB/muh/(mohayati/janayati/pralaB/lal/lAla/(/niyuj#}
enticed,p. p.,{#AkfzwaH/praloBitaH/lAlitaH#}
enticement,s.,{#AkarzaRaM/AkfzwiH/praloBanaM/viloBanaM/mohanaM/vimohanaM/mohaH/loBaH/lAlanaM/loBadarSanaM/vaYcanaM/pralamBaH#}
enticer,s.,{#praloBakaH/AkarzakaH/vimohI/lAlI/loBadarSakaH#}
enticing,a.,{#praloBakaH/AkarzakaH/AkarzI/vimohanaH/mohI/BrAntijanakaH#}
enticingly,adv.,{#sapraloBanaM/AkfzwyA/praloBanena/AkarzakaprakAreRa#}
entire,a.,{#kftsnaH/sakalaH/sarvvaH/viSvaH/sampUrRaH/pUrRaH/samagraH/niKilaH/aKilaH/samastaH/paryyAptaH/aSezaH/niHSezaH/niravaSezaH/anyUnaH/anUnaH/avikalaH/aKaRqaH/aBagnaH/aBinnaH/akzataH/sAdyantaH/AtyantikaH/nyakzaH/simaH/aBedyaH/ahAryyaH/saralaH/savfzaRo'SvaH/vIjASvaH#}
entirely,adv.,{#aSezatas/aSezeRa/niHSezeRa/niravaSezaM/kftsnaSas/kArtsnpena/sAkalyena/aKilena/niKilena/sarvvatas/sarvvaSas/viSvatas/AmUlaM/samyak/paryyApnaM/sAdyantaM/anyUnaM/aKaRqatas;/samantatas/aBitas#}
entireness,s.,{#kArtsnyaM/kArtsnaM/sAmagryaM/sampUrRatA/samudAyaH/samastatA/samastiH/aBinnatA/aKaRqatvaM/anyUnatA/avEkalyaM/aBedyatA/sAralyaM/mAyAhInatA#}
entitle,v. a.,{#dA/upAzwiM/aBiDA/AKyA/kFt/kIrttayati/udAhf/aDikAraM/aDikAritvaM/arh/arhati/arhaH/upayaktaH/vidyA mAnyatva/kAraRaM;/sADujataH/pUjanIyaH#}
entitled,p. p.,{#proktaH/aBihitaH/smftaH/saMjYitaH/udAhftaH/AKpAtaH/aDikArI/arhaH/pUjArhaH/zaqBAgaBAk#}
entity,s.,{#BUtaM/aDiBUtaM/sattvaM/sattA/BAvaH/vastu/varttanaM#}
entomb,v. a.,{#SmaSAne/(sTApayati/niDA/niKan/samf/(#}
entombed,p. p.,{#niKAtaH/samADiniKAtaH/BUminiKAtaH#}
entrail,s.,{#antraM/antrARi/purItat/nAqiH/DamanI/kozWaH#}
entrance,s.,{#praveSaH/niveSaH/AveSaH/samAveSaH/veSaH/vezaRaM/veSikA/pratihAraRaM/dvAraM/dvAravartma/muKaM/gfhamuKaM/niHsaraRaM/pratIhAraH/paTaH;/siMhadvAraM;/pracCannadvAraM#}
entranced,p. p.,{#mUrcCitaH/mUrcCApannaH/sammohitaH/mohaprAptaH/paramaharzamo#}
entrap,v. a.,{#unmATe/(pAtayati/jAle/baDnAti/banDuM/Df/Darati/DarttuM/grah/gfhlAti/grahItuM/praluB#}
entrapped,p. p.,{#unmATe pAtitaH/pASabadDaH/jAlabadDaH#}
entreat,v. a.,{#samprArT/yAc/yAcati/aBiyAc/prayAc/vinI#}
entreated,p. p.,{#aYjalikarmmapUrvvaM prArTitaH/aByarTitaH/vinayena yAcitaH/prasAditaH/anunItaH#}
entreaty,s.,{#prArTanaM/aByarTanA/arTaH/arTitvaM/yAcanA/vinatiH/mArgaRaM#}
entry,s.,{#dvAraM/dvAravartma/gamanAga/praveSaH/aBiliKanaM/leKyAropaRaM/pustakAropaRaM/samAropaRaM#}
enucleate,v. a.,{#spazwIkf/vyaktIkf/viSuD/(/pariSuD#}
enumerate,v. a.,{#saMKyA/sampariKyA/parisaMKyA/vigaR/pragaR/gaR;/anupUrvvaSas/ekEkaSas/yaTAkramaM/uddiS#}
enumerated,p. p.,{#parisaMKyAtaH/parigaRitaH/uddizwaH/samuddizwaH/ekEkaSaH/pratyekaM kaTitaH/nirdizwaH/anukrAntaH#}
enumeration,s.,{#parisaMKyA/saMKyA/gaRanaM/parigaRanA/samuddeSaH#}
enunciate,v. a.,{#uccar/(/udIr/samudIr/udAhf/praKyA/kFt/kIrttayati/prakFt#}
enunciated,p. p.,{#uccAritaH/udIritaH/udAhftaH#}
enunciation,s.,{#uccAraRaM/udIraRaM/udAharaRaM/vyAhAraH/samudAharaRaM/KyApanaM/vijYApanaM/prakIrttanaM/prakASanaM/GozaRA#}
enunciative,a.,{#uccArakaH/KyApakaH/AvedakaH#}
envelop,v. a.,{#AvezW/parivezw/saMvezw/ACad/pariCad/samACad/praCad/pratiCad/saMCad;/parivf#}
envelope,s.,{#koSaH/kozaH/AvezwanaM/parivezwanaM/vezwanaM/pracCadapawaH/prAvAraH/prAvaraRaM/vAsanaM/piDAnaM/puwaH/AcCAdanaM/nicolaH/avaguRWanaM#}
enveloped,p. p.,{#vezwitaH/AvezwitaH/parivezwitaH/koSasTaH/vAsanasTaH/parItaH/avaguRWitaH#}
envenom,v. a.,{#limpati/leptuM/dih/degDi/aYj/anakti/aMktuM/saMsfj/savizaM#}
envenomed,p. p.,{#vizAktaH/vizaliptaH/vizapradigDaH/savizaH/garalI/digDaH#}
enviable,a.,{#IrzpaRIyaH/IrzpotpAdakaH/loByaH/spfhaRIyaH/prArTanIyaH/AkAMkzaRIyaH#}
envied,p. p.,{#IrzitaH/IrzpitaH/aBilazitaH/sparDitaH#}
envier,s.,{#IrzyI/asUyakaH/aByasUyakaH/parakalyARAsahanaH#}
envious,a.,{#IrzyI/IrzyAluH/IrzyakaH/serzyaH/matsaraH/samatsaraH/paraDanamatsaraH/paraDanABilAzukaH/paraguRamatsaraH/parotkarzAsahanaH/parapraSaMsAsahizRuH/sparDI/sAByasUyaH/kfterzyaH/saYjAterzyaH/kuhanaH/bIBatsuH/spfhayAluH/aBilAzI/paraSuBAmarzaRaH#}
enviously,adv.,{#serzyaM/sAsUyaM/samatsaraM/samAtsaryyaM/sAByasUyaM#}
environ,v. a.,{#parivezw/parivf/Avf/parizWA#}
environed,p. p.,{#parivezwitaH/parivftaH/AvftaH/parigataH/parItaH/valayitaH/vyAptaH#}
environs,s.,{#nagaropAntaM/upanagaraM/upapuraM/parisaraH#}
envoy,s.,{#dUtaH/rAjadUtaH/santrI/sandeSaharaH/vArttAharaH/nisfzwArTaH/kAryyaNkaraH/rAjacAraH/rAjapratiniDiH#}
envy,v. a.,{#Irzy/Irzyati/Irkzy/Ikzryati/spfh/spfhayati/sparD/sparDate/asUya/asUyati/aByasUya/sahate/soQuM/mfzyati/marzituM#}
envy,s.,{#IrzyA/asUyA/mAtsaryyaM/matsaraH/sparDA/sparDatA/akzAntiH/amarzaH/parimarzaH/rAgaH/dvezaH/IrzA/spfhA/paraDanABilApaH/parotkarzA/anyaguRAsahizRutA/anyaSuBadvezaH#}
eolus,s.,{#pavanadevatA/vAyudevatA#}
epact,s.,{#kAlagaRakaBAzAyAM sOravatsarAvasAne amAvasyAH praBfti tiTisaM#}
epaulet,s.,{#skanDABaraRaM/aMSAlaNkAraH/aMSABaraRaM#}
ephemeral,a.,{#EkAhikaH/kzaRaviDvaMsI/utpannavinASI/kzaRaBaNguraH/ekAhamAtrasTAyI#}
ephemeris,s.,{#AhnikavyavahArapustakaM/dEvasikavfttAntapustakaM#}
epic,a.,{#EtihAsikaH/vIracaritrakaTakaH/kATikaH/SUravfttAntavizayaH/mahAkAvyasambanDI#}
epic,s.,{#sahAkAvyaM/itihAsaH#}
epicene,a.,{#sAmAnyaliNgaH/sADAraRaliNgaH#}
epicure,a.,{#sarvvAnnarasajYaH/svAdvannABilAzI/udaraparAyaRaH/kukzimBariH/lolupaH/atiloBI/rasikaH/vEzayikaH/vizayAsaktaH/vizayasevI/pAtresamitaH#}
epicurean,a.,{#vizayI/SArIrikasuKasevI/vEzayikaH/BogaparAyaRaH#}
epicurism,s.,{#vizayopasevA/vizayAsaktiH/SArIrikasuKAnurAgaH#}
epicycle,s.,{#pariDiH#}
epidemic,a.,{#deSasADAraRaH/sarvvatragaH/bahujanasAmAnyaH/mArI/mAraH/mahAmArI/marakaH/mArakaH/AtaYcanaM/sannipAtakaH/upasargaH#}
epidermis,s.,{#vAhyatvak/vahistvak/vAhyacarmma/avaBAsinI#}
epiglottis,s.,{#upajihvA/alijihvA/pratijihvA/GaRwikA/SuRqikA#}
epigram,s.,{##}
epigrammatical,a.,{#pUrvvoktalaGukavitAyogyaH/rasikakavitAsa/rasikaH/rasavAn/sarasaH#}
epigrammatist,s.,{#pUrvvoktarasikakavitAkarttA/laDukAvyaracakaH#}
epilepsy,s.,{#apasmAraH/grahAmayaH/BrAmaraM/BUtavikriyA/pratAnaH/mUrcCAvAyuH#}
epileptic,a.,{#apasmArI/BrAmarI/vAtagrastaH/vAyugrastaH/grahAmayapIqitaH/AkfzwaH#}
epilogue,s.,{#antavAkyaM/SezavAkyaM/antyavacanaM/samApakavAkyaM/samApanavacanaM#}
epinicion,s.,{#jayagItaM/jayaSabdaH#}
epiphany,s.,{#KrIzwaprakASanaM/KrIzwaprakASanaparvva/n#}
episcopacy,s.,{#DarmmADyakzatA/DarmmADyakzADipatyaM/DarmmADyakzADikAraH#}
episcopal,a.,{#DarmmADyakzasambanDI/DarmmA/DarmmADyakzapAlitaH#}
episcopate,s.,{#DarmmADyakzADikAraH/DarmmADyakzADipatyaM/DarmmADyakzapadaM#}
episode,s.,{#upAKyAnaM/upakaTA/prasaNgavAkyaM/prAsaNgikavAkyaM/patAkA#}
episodic,a.,{#prAsaNgikaH/mUlavizayAnanvitaH/prastutavizayavahirgataH/ananvitaH/aprastutaH#}
epispastic,a.,{#tvaksPowotpAdakaH/sPowakArI#}
epistle,s.,{#patraM/leKaH/leKyaM/patrikA/patrI/saMvAdapatraM/sandeSapatraM/lipiH#}
epistolary,a.,{#patrI/patrIyaH/leKyakaH#}
epitaph,s.,{#cEtyopari/cEtyalipiH/cEtyoparisTA/lipiH#}
epithalamium,s.,{#vEvAhikagItaM/OdvAhikagItaM#}
epithem,s.,{#utkArikA/upadehaH/upanAhaH/pralepaH/lepaH#}
epithet,s.,{#viSezaRaM/saMjYAvizayaH/sambudDiH/upADiH#}
epitome,s.,{#saMkzepaH/saNgrahaH/sArasaNgrahaH/sAraH/saMhitA/pratyAhAraH/samAhAraH/samAhftiH/samasanaM#}
epitomize,v. a.,{#saMkzip/saMhf/upasaMhf#}
epitomized,p. p.,{#saMkziptaH/sAMkzepikaH/samastaH/sAmAsikaH/saMhftaH/upasaMhftaH/cumbakaH#}
epitomizer,s.,{#saMkzeptA/saNgrahakarttA/sAraleKakaH#}
epoch,s.,{#DruvaH/SAkaH/SakaH/saMvat/SAkaH/saMvat/kAlaH/kAlAvaDiH/avaDiH/nirRItakAlaH#}
epode,s.,{#upagItaM/upagAnaM/aDigItaM/aparagItaM/gItAnubanDaH#}
epopee,s.,{#mahAkAvyaM#}
epulation,s.,{#utsavakaraRaM/utsavaH/mizwAnnaBojanaM#}
equable,a.,{#samAnaH/nirvikAraH/samAna/samaBAvaH/samavfttiH/samacittaH#}
equal,a.,{#samaH/samAnaH/tulyaH/samIyaH/sadfSaH/IdfSaH/anavaraH/anavamaH/samAnaH/samasTaH/nirvikAraH/aYjasaH/sammitaH/samamAtraH/tulyaparimARaH/sarvvasamaH/tulyabalaH/samAnatejAH#}
equal,s.,{#samAnavayaskaH/samavayaskaH/savayAH/tulyavayAH/samAnajanmA/vayasyaH/samAnapadasTaH/tulyapadasTaH#}
equal,v. a.,{#samIkf/samAnIkf/tulpIkf/samAna/samAnayati/samAnaM/tulyaM#}
equality,s.,{#samatA/sAmyaM/samAnatA/tulyatA/sAmAnyaM/sAmyatA/pratiyogitA/samAnapadaM/tulyapadaM/savarRatA#}
equalization,s.,{#samIkaraRaM/samAnIkaraRaM/tulpatvaM/samAnatA#}
equalize,v. a.,{#samIkf/samAnIkf/tul/tulayati#}
equalized,p. p.,{#samIkftaH/samAnIkftaH/tulitaH#}
equally,adv.,{#samaM/samAnaM/samAnatas/tulyavat/sAmyatas/sAmAnyena#}
equanimity,s.,{#samacittatvaM/samabudDitA/samaBAvaH/samAnavfttiH/sarvvasamatA/sattvasampannatA/sattvaM#}
equanimous,a.,{#samacittaH/samabudDiH/samaBAvaH/samavfttiH/sattvasampannaH/satyasampannaH/sampadA/nirvikAraH#}
equation,s.,{#samIkriyA/samIkaraRaM/sAmyaM/PalaM;/avyaktasAmyaM;/ekasamIkaraRaM#}
equator,s.,{#nirakzaH/BUcakraM/BUpariDiH/BUgolareKA;/nirakzadeSaH;/nAqimaRqalaM/nAqImaRqalaM#}
equatorial,a.,{#nirakzasambanDI/BUcakrasambanDI#}
equery,s.,{#rAjASvapAlaH/aSvaSAlA/vAjiSAlA#}
equestrian,a.,{#ASvaH/ASvikaH/aSvIyaH/turagI/aSvArUQaH/aSvA/n#}
equiangular,a.,{#samakoRaH/samAnAsraH/tulyakoRaH#}
equidistant,a.,{#samAntaraH/tulyAntaraH/samAntarasTaH#}
equilateral,a.,{#samaBujaH/samAnabAhuH/samapArSvaH/samatriBujaH#}
equilibrium,s.,{#tulyatA/BAratulyatA/samatolatvaM/tulyabalatvaM/parimARa/samatA/sAmyaM#}
equinoctial,a.,{#vizuvIyaH/vizuvasambanDI/vizuvacakraM/vizumaRqalaM/vizuvadvfttaM/vizuvareKA/BUcakraM/BUpariDiH/nAqImaRqalaM;/ayanaM#}
equinox,s.,{#vizuvaM/vizuvat/vizvak/vizupaM;/mahAvizuvaM/haripadaM;/vizupaM;/vizuvadinaM#}
equinumerant,a.,{#samasaMKyaH/samAnasaMKyaH#}
equip,v. a.,{#sajjIkf/sajj/sajjati/sasajjaM/kf/sarvvopakaraREH/(/yuj/samprakxp/upasTA/(/upapad/(/samBf/upaskf/puraskf/sidDIkf/prastutIkf/astrEH/sannah/saMvarmma/vezwate/BUz/BUzayati/alaNkf#}
equipage,s.,{#upakaraRaM/sADanaM/sAmagryaM/samBAraH/upaskaraH/sajjA/paricCadaH/sannAhaH/alaNkriyA/yudDasajjA/yudDopakaraRaM/vAhinI/parivarhaH/varhaH/tantraM/vAhanaM/vimAnaM#}
equipment,s.,{#sajjIkaraRaM/sajjanaM/sajjakarmma/sajjA/sADanaM/samBAraH/samBftiH/AyojanaM/upAkarmma/puraskAraH/puraskaraRaM#}
equipoise,s.,{#tulyatA/BAratulyatA/tulyaBAratvaM/samatolatvaM/tulyabalatvaM/samatA/sAmyaM/tulyaparimARaM/parimARatulyatA#}
equipoise,v. a.,{#samIkf/tulyIkf/tulyabalIkf/samatolIkf#}
equipoised,p. p.,{#tulitaH/samIkftaH/samatolaH#}
equipollence,s.,{#tulyabalatvaM/balasamatA/tulyaSaktitvaM/SaktisAmyaM#}
equipollent,a.,{#tulyabalaH/tulyaSaktiH/tulyOjAH#}
equiponderance,s.,{#tulyatA/BAratulyatA/samatolatvaM/tulyabalatvaM#}
equiponderant,a.,{#samatolaH/tulyabalaH/tulyaparimARaH#}
equipped,p. p.,{#sajjIkftaH/sajjitaH/sajjaH/sopakAradravyayuktaH/saMyuktaH/samAyuktaH/samanvitaH/sopakAraH/sannadDaH/pinadDaH/saMhitaH#}
equitable,a.,{#samadarSI/DarmmakArI/nyAyakArI/nyAyI/DArmmikaH/nyAyavarttI/yaTAnyAyaH/apakzapAtI/vipakzapAtaH/pakzapAtarahitaH/sarvvasamaH/uBayasA/DAraRaH/nirupekzI#}
equitableness,s.,{#sAmyaM/samatA/sarvvasamatA/apakzapAtaH/nyAyatA#}
equitably,adv.,{#nyAyatas/yaTAnyAyaM/nyAyavat/pakzapAtaM/vinA/sAmyena#}
equity,s.,{#nyAyaH/DarmmaH/nyAyatA/apakzapAtaH/sAmyaM/samatA/uBayasAmAnyaM/sarvvasamatA/yuktiH/yATArTyaM/vicAraH/daRqanEzWuryyaSamanaM/DarmmanEzWuryyaSamanaM;#}
equivalent,a.,{#samamUlyaH/tulyamUlyaH/samAnamUlyaH/tulyabalaH/tulyArGaH/samArGaH/samAnabalaH/samaSaktiH/tulyaSaktiH/tulyaH/samaH/samAnaH#}
equivalent,s.,{#tulyadravyaM/tulyavastu/pratikriyA/pratIkAraH/pratikftiH/pratyupakAraH/nistAraH/pratiPalaM/parivarttaH/tulyatvaM/sAmyaM/samAnatvaM#}
equivocal,a.,{#sandigDArTaH/aspazwArTaH/dvyarTaH/vakraH/vakrArTaH/aspazwaH/vikalArTakaH#}
equivocally,adv.,{#sandigDArTatas/dvyarTatas/vakroktyA/aspazwaM/avyaktaM#}
equivocalness,s.,{#sandigDArTaH/dvyarTaH/arTava/krimA/aspazwatA/sandigDatA/vakratA#}
equivocate,v. n.,{#vakraM/savakrArTaM/arTavakratayA/vadati#}
equivocating,a.,{#vakroktimAn/vAkCalAnvitaH#}
equivocation,s.,{#vakroktiH/vakravAkyaM/vakraBaRitaM/vakravacanaM/vAkyavakratA/vAkCalaM/vakratA/vakrimA/arTavEkalyaM/apadeSaH/vyapadeSaH#}
equivocator,s.,{#dvyarTavaktA/dvyarTavAdI/vakravAkyavAdI#}
equivoque,s.,{#vakroktiH/kUwoktiH/kEtavavAdaH/lAlikA/arTApattiH#}
era,s.,{#kAlaH/DruvaH/SAkaH/SakaH/saMvat/SAkaH/saMvat#}
eradiate,v. a.,{#sPur/sPurati/raSmIn/kiraRAn/pat/(pAtayati/muc/muYcati/moktuM/nikzip#}
eradicable,a.,{#unmUlyaH/unmUlanIyaH/utpAwanIyaH/mUlyaH#}
eradicate,v. a.,{#unmUl/samunmUl/utpaw/mUlAt/AmUlaM/samudDf/ucCid/utKan/vyaparuh/(/udvfh#}
eradicated,p. p.,{#unmUlitaH/utpAwitaH/ucCinnaH/udDftaH/utKAtaH/vyaparopitaH/AvarhitaH/udvarhitaH#}
eradication,s.,{#utpAwanaM/ucCedaH/udDaraRaM/unmUlanaM/samUlotpAwanaM/samUlodDaraRaM/mUlAdudDaraRaM/vyaparopaRaM/samUlaGAtaM/nizkozaRaM/vinASaH#}
eradicative,a.,{#ucCedI/utpAwanakArI#}
eradicator,s.,{#udDarttA/unmUlayitA/ucCedI/n#}
erase,v. a.,{#vyAmfj/apamfj/unmfj/vyAmfS/lup/lumpati/loptuM/vilup/ucCid/udDf/vinaS/(#}
erased,p. p.,{#vyAmfzwaH/luptaH/ucCinnaH#}
erastian,s.,{#rAjyarItyaDIno#}
erasure,s.,{#vyAmarzaH/lopaH/vilopanaM/ucCedaH/vinASaH#}
ere,adv. | prep.,{#prAk/pUrvvaM/purA/agre;/purA;/prAg/vihitakAlAt;#}
erelong,adv.,{#acireRa/acirAt/purA#}
erenow,adv.,{##}
erect,v. a.,{#sTA/(sTApayati/pratizWA/avasTA/saMsTA/aDizWA/aDiruh/niruq/ruh/utTA/sTA/ut/unnam/(/ucCri/Sri/samucCri/procCri;/utkzip/udyam/udDf/unnI/udvfh/uccIkf/UrdDvIkf/pulaka/pulakayati#}
erect,a.,{#unnataH/samunnataH/anataH/fjuH/ullambitaH/uttAnaH/ajihmaH/uccaH/ucCritaH/unnataSirAH/prakawaSIrzaH/UrdDvamuKaH/utpakzmalaH/pulakitaH/romAYcitaH#}
erected,p. p.,{#pratizWApitaH/pratizWitaH/aDizWitaH/utTApitaH/ucCritaH/unnamitaH/unnataH/udDftaH/udyataH/udvarhitaH/uccIkftaH/udgurRaH/udvfttaH/udvarttitaH#}
erection,s.,{#pratizWApanaM/saMsTApanaM/avasTApanaM/utTApanaM/ucCrayaH/ucCrAyaH/ucCritiH/samucCrayaH/unnatiH/unnamanaM/unnayaH/unnAmaH/unnAyaH/utkzepaH/udyamaH/udvarttanaM;/pulakaH/pulakodgapnaH/udDarzaRaM/romaharzaRaM/romAYcaH/romodgamaH/romodBedaH/udDUzaRaM#}
erectness,s.,{#anatatA/unnatatA/uttAnatvaM/uccatA/fjutA#}
eremite,s.,{#araRyavAsI/vanavAsI/vanasTAyI/vAnaprasTaH#}
ermine,s.,{##}
erotic,a.,{#kAmI/SfNgArI/kAmavizayaH#}
err,v. n.,{#Bram/BrAmyati/BramituM/viBram/pariBram/aparAD/pramad/satpaTAt/BraSyati/BraMSituM/cyu/cyavate/cyotuM/vicyu/vical/utkram/vyutkram/vyaBicar/utpaTena/gacCati/gantuM/muh/muhyati/mohituM#}
errand,s.,{#sandeSaH/sandizwaM/SAsanaM/SAstiH/AdeSaH/AjYA/nirdeSaH/samAcAraH/vAcikaM/dUtyaM/dOtyaM/kAryyaM/kftyaM/karttavyaM;/pratiSAsanaM#}
errant,a.,{#BramI/pariBramI/paryyawanakArI/avanicaraH#}
errantry,s.,{#BramaRaM/pariBramaRaM/awanaM/paryyawanaM/cakrAwanaM#}
errata-list,s.,{#SudDipatraM/SoDanapatraM/aSudDaSoDanapatraM#}
erratic,a.,{#pariBramI/BramaRaSIlaH/caraH/calanaH/jaNgamaH/asTiraH/caYcalaH#}
erratum,s.,{#aSudDaM/aSudDiH/aSoDanaM#}
errhine,a.,{#nasyaH/kzutkaraH/CikkakaH#}
erroneous,a.,{#BrAntimAn/aSudDaH/ayaTArTaH/ataTyaH/vitaTaH/anftaH/asatyaH/BramajanakaH/BramAtmakaH/BramotpAdakaH/pramAdI/pramAdavAn/miTyA/mfzA/miTyA/miTyAvAdaH/mfpAvAdaH;/apasidDAntaH#}
erroneously,adv.,{#miTzA/mfzA/anyaTA/ayaTArTaM/ayaTAvat/vfTA/ataTyaM/vitaTaM/anftaM/asatyaM/pramAdena/sapramAdaM#}
erroneousness,s.,{#ayATArTyaM/asatyatA/ayaTArTatA/ataTyatA/vitaTatvaM/BrAntivattvaM/pramAdavattvaM#}
error,s.,{#BramaH/BrAntiH/matiBramaH/matiBrAntiH/viBramaH/mativiBramaH/pramAdaH/miTyAmatiH/pariBramaH/BrAmaH/prapaYcaH/mohaH/vyamohaH/vivarttaH/vicikitsA/unmArgaH/unmArgagamanaM/vimArgagamanaM/utpaTaH/satpaTaBraMSaH/yaTocitAdBraMSaH/utkramaH/vyatikramaH/vyaBicAraH/BrezaH/dozaH/aparADaH/pApaM;/aparADI/aparAdDaH#}
erst,adv.,{#purA/pUrvvaM/pUrvvatas/pUrvvakAle/prAk/prAkkAle#}
erubescence,s.,{#aruRIBAvaH/aruRimA/muKAruRimA/kapolarAgaH#}
erubescent,a.,{#IzadraktavadanaH/IzadaruRitakapolaH#}
eruct,v. a.,{#udgF/udvam#}
eructation,s.,{#udgAraH/udgiraRaM/udvamaH/utkzepaH/udgamaH/uttAraH;/amlodgAraH#}
erudite,a.,{#paRqitaH/vidyAvAn/jYAnavAn/kftaDIH/vyutpannaH/vipaScit/SikzitaH#}
erudition,s.,{#pARqityaM/vidyA/jYAnaM/vyutpattiH/SikzA/vEduzyaM#}
eruginous,a.,{#tAmramalasamaBAvaH/tAmrakalaNkarUpaH#}
eruption,s.,{#udBedaH/prodBedaH/udgAraH/udgiraRaM/utsargaH/utkzepaH/udgamaH/sPowanaM/niHsaraRaM/nirgamaH/dadruH/KarjjUH/sPowotpattiH/visPowaH/varawI/varaRqakaH#}
eruptive,a.,{#udBedI/sPowaviSizwaH#}
erysipelas,s.,{#udardaH/visarpaH/dadruH/dadrUH#}
escalade,s.,{#laNGanaM/durgalaNGanaM/avaskandaH/ullaNganaM#}
escape,v. n. | a.,{#palAy/palAyate/i/vipalAy/prapalAy/nirgam/pradru/vidru/apaDAv/utpA/nizpat/apasfp/kzemaM/trARaM/laBate/laDbuM/prAp/parihf/projJ/tyaj/tyajati/tyaktuM/parityaj;/nistIryya/palAyitvA/palAyamAnaH/BayamuktaH/BayavimuktaH/BayatrAtaH/kzemaprAptaH#}
escape,s.,{#nistAraH/nistaraRaM/uttaraRaM/nirgamaH/nirgatiH/palAyanaM/prapalAyanaM/vipalAyanaM/apakramaH/apayAnaM/pradrAvaH/vidravaH/uddrAvaH/atyayaH/apAyaH/kzemaprAptiH/trARaM/mokzaH/muktiH/SezaH;/daRqaBaNgaH/daRqamokzaH;/prARaparIpsA#}
escaped,p. p.,{#nistIrRaH/uttIrRaH/palAyitaH/nirgataH/drutaH/pariBrazwaH/praBrazwaH#}
eschalot,s.,{#tIkzRakandaBedaH#}
escharotic,a.,{#mAMsadAhakaH/mAMsavilayanakft#}
escharotic,s.,{#vilayanaM/avasAdanaM#}
escheat,s.,{##}
escheat,v. n.,{#parAvft/gacCati/gantuM#}
eschew,v. a.,{#vfj/varjayati/hA/jahAti/hAtuM/utmfj/tyaj/tyajati/tyaktuM/projJ#}
escort,s.,{#sEnyadalaM/rakzakAH/paricarAH/anucarAH/parivAraH/rakzA/ASrayaH/SaraRaM/anuvrajyA#}
escort,v. a.,{#anuyA/rakzati/saYcar/(#}
escorted,p. p.,{#anuyAtaH/aDvani rakzitaH/saYcAritaH#}
escritoir,s.,{#lipisajjADAraH/leKasADanADAraH#}
esculent,a.,{#KAdyaH/KAdanIyaH/BakzaRIyaH#}
escutcheon,s.,{#kulacihnapatraM/vaMSamaryyAdAlakzaRapatraM#}
esophagus,s.,{#annavAhisrotaH/nigaraRasotaH/s#}
esoteric,a.,{#gUQaH/alOkikaH/antarBUtaH#}
