Entry No,Word Info,Definition,Transliteration
473,"Appertain,","{%v. i. See%} {@Belong. -Apper-@}
{@-tenance,@} {%s.%}","anubaMDaH; upakaraRaM, upaskaraH,"
474,"Appetite,",{%s.%},"kAmaH, rAgaH, aBilAzaH, icCA,"
475,"Applaud,",{%v. t.%},praSaMs
476,"Apple,",{%s%},"AtAvfkzaH,-PalaM"
477,"Apply,",{%v. t.%},saMyuj
478,"Appoint,",{%v. t.%},yuj
479,"Apportion,",{%See%} {@Divide.@},
480,"Apposite,",{%a.%},"yukta, yaTArTa, saMgata"
481,"Apposition,",{%s.%},"samAnADikaraRaM, ekAnvayaH"
482,"Appraise,",{%v. t.%} (goods) (,mUlyaM
483,"Appreciate,",{%v. t.%} (,guRAguRaM
484,"Apprehend,",{%v. t.%},grah
485,"Apprentice,",{%s.%},"SilpavidyASizyaH, aMtevA-"
486,Apprise,"(of), {%See%} {@Inform.@}",
487,"Approach,",{%v. t.%},upa-samupa-aBi-gam
488,"Appropriate,",{%v. t.%},AtmasAt kf
489,"Approve,",{%v. t.%},anumud
490,"Approximate,",{%v. t.%},upanI
491,"April,",{%s.%},"cEtraH, maDumAsaH, vESAKaH"
492,"Apron,",{%s.%} (,malanivAraRArTaM
493,"Apropos,",{%adv.%},"anurUpaM, yaTA"
494,"Apt,",{%a.%},"ucita, yogya, yukta"
495,"Aquarium,",{%s.%},jalacaraprARisaMgrahaH-palvalaM
496,"Aquatic,",{%a.%},jala
497,"Aqueduct,",{%s.%},"jalapraRAlI, jalamArgaH, parIvAhaH"
498,"Aqueous,",{%a.%},jalamaya
499,"Aquiline,",{%a.%},garUqacaMcusadfSa
500,"Arable,",{%a.%},"karzaRIya, kfziyogya"
501,"Arbiter,",{%s.%},maDyasTaH; nirRetf
502,"Arbitrary,",{%a.%},"svecCAcArin, kAmacArin,"
503,"Arbour,",{%s.%},"latAgfhaM, kuMjaH, nikuMjaH-jaM, parRa-"
504,Arc.,{%s.%},"vfttaKaMqaM, Danus"
505,"Arcade,",{%s.%},AcCAditapaTaH-mArgaH
506,"Arcadian,",{%a.%},"grAmya, grAmIRa"
507,"Arch,",{%s.%},"KaMqamaMqalaM, vfttaKaMqaM;"
508,"Archaic,","{%a,%}","Arza, prAcIna"
509,"Archaism,",{%s.%},prAcIna-Arza-prayogaH
510,"Archæology,",{%s.%},purARavastuSAstraM
511,"Archer,",{%s.%},Danvin
512,"Archetype,",{%s.%},"mUlarUpaM, AdarSaH"
513,"Archipelago,",{%s.%},dvIpasamUhaH
514,"Architect,",{%s.%},"sTapatiH, Silpin"
515,"Archives,",{%s.%},graMTarakzAgAraM
516,"Arctic,",{%a.%},"uttara, udIcIna, uttarakeMdrIya"
517,"Ardent,",{%a.%},"uttapta, pracaMqa, utkawa, utsuka, kutU-"
518,"Arduous,",{%a.%},"duzkara, yatnasADya, duHsADya, su-"
519,"Area,",{%s.%},PalaM;
520,"Arena,",{%s.%},"raMgaH, raMgaBUmi"
521,"Argent,",{%a.%},rAjata
522,"Argue,",{%v. i.%},tark
523,"Arid,",{%a.%},"Suzka, AtapAkrAMta;"
524,"Aright,",{%adv.%},"yuktaM, yaTAtaTaM, yaTAsTAnaM,"
525,"Arise,",{%v. i.%},utTA
526,"Aristocracy,",{%s.%},kulIna-viSizwa-janAH
527,"Arithmetic,",{%s.%},"aMkavidyA-gaRitaM, parikarman"
528,"Ark,",{%s.%},nO
529,"Arm,",{%s.%},"bAhuH, BujaH, BujA, dos"
530,"Armada,",{%s.%},bfhannOsADanaM
531,"Armament,",{%s.%},"balaM, sajjIkftaM balaM, yudDopa-"
532,"Armistice,",{%s.%},yudDavirati
533,"Armorial,",{%s.%},"kAvacika, AyuDIya, AyuDika"
534,"Armour,",{%s.%},varman
535,"Army,",{%s.%},"senA, sEnyaM, balaM, vAhinI, camUH,"
536,"Aroma,",{%s.%},"gaMDaH, AmodaH, parimalaH"
537,"Around,",{%prep.%},"paritaH, amitaH"
538,"Arouse,",{%v. t.%} (Frem sleep),jAgf
539,"Arraign,",{%v. t. See%} {@Accuse.@},
540,"Arrange,",{%v. t.%},rac
541,"Arrant,",{%a.%},"atyaMta, BfSa, ati"
542,"Array,",{%s.%},"vyUhaH, racanaM, vinyAsaH, kramaH, SroRi-"
543,"Arrear,",{%s.%},"avaSizwadeyaM, fRaSezaM, aSoDito"
544,"Arrest,",{%v. t.%},niruD
545,"Arrive,",{%v. i.%},pra-saMpra-anupra-Ap
546,"Arrogance,",{%s.%},"OdDatyaM, darpaH, aBimAnaH, ahaM-"
547,"Arrogate,",{%v. t.%},sagarvaM-anyAyena-grah
548,"Arrow,",{%s.%},"SaraH, bARaH, sAyakaH, izuH, kAMqaM,"
549,"Arsenal,",{%s.%},"AyuDAgAraM, SastragfhaM"
550,"Arsenic,",{%s.%},PenASman
551,"Arson,",{%s.%},gfhadahanAparADaH
552,"Art,",{%s.%},"SilpaM, SilpavidyA, kalA, vyavasAyaH,"
553,"Artery,",{%s.%},"DamanI, raktavAhinI"
554,"Article,",{%s.%},"dravyaM, vastu"
555,"Articulate,",{%a.%},"spazwa, parisPuwa, vyakta"
556,"Artillery,",{%s.%},agnyastrARi; yudDAstrARi
557,"As,","{%conj., adv.%} Ex. by","vat, iva; mAtfvat-"
558,"Ascend,",{%v. i.%},udi
559,"Ascertain,",{%v. t.%},jYA
560,"Ascetic,",{%s.%},"yatiH, yogin"
561,"Ascribe,",{%v. t.%},nikzip
562,"Ashamed,",{%a.%},"hrIRa, hrIta, lajjamAna, trapA-"
563,"Ashes,",{%s.%},Basman
564,"Ashore,",{%adv.%},"tIre, tawe, uttIraM, tawasTa"
565,"Aside,",{%adv.%},ekapArSve; pArSvataH
566,"Ask,",{%v. t.%},yAc
567,"Askance, Askew, Aslant,",{%adv.%},"tiryak,"
568,"Asleep,",{%a.%},"supta, Sayita, nidrita, nidrAlasa;"
569,"Aslope,",{%adv.%},pravaRa
570,"Asp,",{%s.%},"sarpaH, BujaMgaH"
571,"Aspect,",{%s.%},"rUpaM, AkAraH, Akfti"
572,"Asperity,",{%s.%},"tIvratA, rOkzyaM, karkaSatA"
573,"Asperse,",{%v. t.%},aDikzip
574,"Aspire,",{%v. i.%},spfh
575,"Aspirate,",{%s.%},mahAprARaH
576,"Ass,",{%s.%},"gardaBaH, KaraH, rAsaBaH,"
577,"Assafœtida,",{%s.%},hiMgu
578,"Assail,","{%v. t. See%} {@Attack,@} ‘the character
of the thing is a. ed’",dozErnfpaH spfSyate
579,"Assassin,",{%s.%},"GAtakaH, haMtf"
580,"Assault,","{%v. t., s. See%} {@Attack.@}",
581,"Assay,",{%s.%},"parIkzA, nikazaH"
582,"Assemble,",{%v. i.%},samAgam
583,"Assent,",{%v. i.%},anujYA
584,"Assert,",{%v. t.%},pratipad
585,"Assess,",{%v. t.%},deyaM karaM nirUp
586,"Assets,",{%s.%},"viBavaH, saMpatti"
587,"Asseverate,",{%v. i.%},sapratijYaM-saSapaTaM-vad
588,"Assiduity, Assiduousness,",{%s.%},"vyavasAyaH,"
589,"Assign,",{%v. t.%},nirUp
590,"Assimilate,",{%v. t.%},sadfSI-ekI-kf
591,Assimulate,{%See%} {@Pretend.@},
592,"Assist,",{%v. t.%},upakf
593,"Assize,",{%s.%},nyAyasaBA
594,"Associate,",{%v. i.%},saMsargaM-saMmatiM-samAgamaM-kf
595,"Assort,",{%v. t.%},yaTAkramaM sTA
596,"Assuage,",{%v. t.%},pra-upa-Sam
597,"Assume,",{%v. t.%},grah
598,"Assure,",{%v. t.%},prati-i
599,"Asterisk,",{%s.%},tArakAcihnaM
600,"Asterism,",{%s.%},"nakzatraM, tArA, tArakaM-kA"
601,"Astern,",{%adv.%},nOpaScimaBAgaM prati
602,"Asteroid,",{%s.%},laGugrahaH
603,"Asthenia,",{%s.%},"dOrbalyaM, kzIRatA"
604,"Asthma,",{%s.%},"SvAsaH, SvAsarogaH"
605,"Astonish,",{%v. t.%},vismi
606,"Astound,",{%v. t.%},vimuh
607,"Astray,",{%adv.%},utpaTaM;
608,"Astride,",{%adv.%},pragatajaMGaM sTita
609,"Astringent,",{%a.%},"rUkza, kazAya"
610,"Astrology,",{%s.%},"jyotizaM, nakzatravidyA, dEvajYa-"
611,"Astronomy,",{%s.%},"jyotiHSAstraM, jyotizaM, Kagola-"
612,"Astute,",{%a.%},"vidagDa, catura, nipuRa, kAryadakza"
613,Asunder.,{%adv.%},"pfTak, viralaM, vigata-pragata"
614,"Asylum,",{%s.%},ASramaH
615,"At,","{%prep.%} (Denoting {%time%} or {%place%}) by
loc. of noun; ‘a Kasi’",kASyAM;
616,"Atelier,",{%s.%},citrakarmagfhaM
617,"Atheist,",{%s.%},nAstikaH anISvaravAdin
618,Athlete.,{%s.%},"mallaH, mallayodDf"
619,"Athwart,",{%prep.%},"vilomaM; vyatyastaM; pAraM, prati"
620,"Atlas,",{%s.%},deSAleKyasaMgrahaH
621,"Atmosphere,",{%s.%},"gaganaM, AkASaH-SaM, aMtari"
622,"Atom,",{%s.%},"paramARuH, aRuH, kaRaH, lavaH, leSaH;"
623,"Atone,",{%v. i.%},prAyaScittaM kf
624,"Atonic,",{%a.%},"agninASaka, atejasvin"
625,"Atrabilious,",{%a.%},"durmanas, vimanaska"
626,"Atramentous,",{%a. See%} {@Black.@},
627,"Atrocious,",{%a.%},"Gora, bIBatsa"
628,"Atrophy,",{%s.%},"kzayaH, kzayarogaH, agnyaBAvaH"
629,"Attach,",{%v. t.%},AsaMj
630,"Attack,",{%v. t.%},aBidru
631,"Attain,",{%v.%} (to),prAp
632,"Attainder,",{%s.%},"kalaMkaH, apayaSas"
633,"Attaint,",{%v. t.%},ADfz
634,"Attemper,",{%v. t.%},yaTAMSataH miSr
635,"Attempt,",{%v. t.%},prayat
636,"Attend,",{%v. t.%},upasTA
637,"Attenuate,",{%v. t.%},kzE
638,"Attest,",{%v. t.%},sAkzyaM dA
639,"Attic,",{%s.%},"kzOmaH-maM, awwaH"
640,"Attire,",{%s.%},"vezaH, veSaH, vastraM, pariDAnaM, ABaraRaM,"
641,"Attitude,",{%s%},saMsTiti
642,"Attorney,",{%s.%},"parakAryasADakaH, pratipuruzaH,"
643,"Attract,",{%v. t.%},A-samA-kfz
644,"Attribute,","{%v. t. See%} {@Ascribe;@} ‘a ing to
themselves false grearness’",AtmanyA-
645,"Attrition,",{%s.%},"GarzaRaM, pezaRaM, kzayaH"
646,"Attune,",{%v. t.%},tAlopeta
647,"Auburn,",{%a.%},piSaMga
648,"Auction,",{%s.%},GozaRapUrvako dravyavikrayaH
649,"Audacious,",{%a.%},"pragalBa, nirBaya"
650,"Audible,",{%a.%},"sPuwa, SravaRakzama, SrAvya, karRa-"
651,"Audience,",{%s.%},"samAkarRanaM, SravaRaM, niSamanaM"
652,"Audit,",{%v. t.%} (,gaRitaM
653,"Aught,",{%s.%},"kimapi, kiMcana, kiMcit"
654,"Augment,",{%v. t.%},vfD
655,"Augur,",{%s.%},"SakunajYaH, nimittajYaH, pUrvalakzaRajYaH"
656,"August,",{%a.%},"mahanIya, atyutkfzwa, atimahat,"
657,"Aunt,",{%s.%},pitfsva
658,"Aural,","{%a. v.%} {@Auricular,@} {%q. v.%}",
659,"Auricle,",{%s.%},karRaSazkulI
660,"Auriferous,",{%a.%},suvarRamiSrita
661,"Aurist,",{%s.%},karRavEdya
662,"Aurora,",{%s.%},uzas
663,"Auspice,",{%s.%},"SakunaM, nimittaM, pUrvalakzaRaM;"
664,"Austere,",{%a.%},"tIvra, ugra,"
665,"Austral,",{%s. See%} ‘southern.’,
666,"Authentic,","{@-al,@} {%a.%}","akftrima, taTya, pramARayukta;"
667,"Author,",{%s.%},kAraH-kft
668,"Authority,",{%s.%},"praButvaM, praBAvaH, Sakti"
669,"Authorize,",{%v. t.%},pramARIkf
670,"Autobiography,",{%s.%},"AtmavfttakaTanaM, Atma-"
671,"Auto-car,",{%s.%},svayaMpreritavAhanaM-SakawaH-raTaH
672,"Autocrat,",{%s.%},samAj
673,"Autograph,",{%s.%},svahastaleKaH
674,"Automatic,",{%a.%},svayaMprerita
675,"Automaton,",{%s.%},svayaM-calad yaMtraM
676,"Automobile,",{%s. See%} ‘Auto-car’.,
677,"Autonomy,",{%s.%},svayaMSAsanADikAraH
678,"Autopsy,",{%s.%},svayaMnirIkzaRaM
679,"Autumn,",{%s.%},Sarad
680,"Auxiliary,",{%a.%},"sahAyaBUta, upakAraka, sahakA-"
681,"Avail,",{%v. t.%},upakf
682,"Avalanche,",{%s.%},giriSiKarasKalat himarASi
683,"Avant guard,",{%s.%},"senAmuKaM, raRaSiras"
684,"Avarice,",{%s.%},"loBaH, lAlasA, jiGfkzA, vittehA"
685,"Avaunt,",{%interj.%},"apehi, apasara"
686,"Avenge,",{%v. t.%},pratikf
687,"Avenue,",{%s.%},"dvAraM, mArgaH; vITi"
688,"Aver,",{%v. t.%},sapratijYaM-saSapaTaM vad
689,"Average,",{%a.%},"sAmAnya, maDyama"
690,"Averse,",{%a.%},parANmuKa
691,"Avert,",{%v. t.%},saM-pari-hf
692,"Aviary,",{%s.%},"paMjaraM, vItaMsaH, viwaMkaH, pakziSAlA"
693,"Aviation,",{%s.%},AkASagamanaM
694,"Avidity,","{%s.%} {@Avarice,@} q. v. {@2@}","atispfhA,"
695,"Avocation,",{%s.%},"kAryaM, vyApAraH, vftti"
696,"Avoid,",{%v. t.%},parihf
697,"Avouch,",{%v. t.%},saniScayaM-saSapaTaM-vad
698,"Avow,",{%v. t.%},prakASaM-spazwaM-vad
699,"Await,",{%v. t.%},prati-Ikz
700,"Awake,",{%v. i.%},vi-pra-buD
701,"Award,",{%v. t.%},dA
702,"Aware,",{%a.%},"vijYApita, sAvaDAna"
703,"Away,",{%a.%},"parokza, avidyamAna, anupasTita;"
704,"Awe,",{%s.%},"sADvasaM, BayaM, trAsaH, AdaraH, saMBramaH,"
705,"Awhile,",{%adv.%},"kiMcitkAlaM, muhUrtaM, kzaRa yAvat"
706,"Awkward,",{%a.%},"akuSala, adakza, akzipra, apawu"
707,"Awl,",{%s.%},"ArA, carmapraBedikA"
708,"Awn,",{%s.%},"SUkaM, kiMSAruH"
709,"Awning,",{%s.%},vitAnaM AcCAdanaM
710,"Awry,",{%adv.%},"tiryak, sAci, jihmaM"
711,"Axe,",{%s.%},"waMkaH, paraSuH, kuWAraH, paraSvaDaH"
712,"Axiom,",{%s.%},"tattvaM, sidDAMtaH,"
713,"Axis,",{%s.%},"akzareKA, akzaH, DruvaH"
714,"Axle,",{%s.%},akzAgraM
715,"Ay,",{%adv.%},"taTeti, evaM, Am, nUnaM"
716,"Ayah,",{%s.%},upamAtf
717,Aye,{%adv.%},"sadA, sarvadA, ajasraM"
718,"Azure,",{%a.%},"nIla, nIla-AkASa-varRa"
719,"B.}


<L>719<pc>026<k1>babble<k2>babble
{Babble,",{%v. i.%},jalp
720,"Babe, Baby,",{%s.%},"SiSuH, SAvakaH, dArakaH"
721,"Babel,",{%s.%},"saMkaraH, kolAhalaH, saMkIrRanAdaH"
722,"Baboon,",{%s.%},"vAnaraH, kapiH, markawaH"
723,Bacchanal,{%s.%},"madyapAnAsaktaH, madyapriyaH,"
724,Bacchanalian,{%s.%},"madyapAnAsaktaH, madyapriyaH,"
725,"Bachelor,",{%s.%},"akftadAraparigrahaH, akftodvAhaH"
726,"Bacilli,",{%s.%} (Pl.),rogajaMtavaH
727,"Back,",{%s.%},"pfzWaM, pfzWadeSaH;"
728,"Bacon,",{%s.%},SUkaramAMsaM
729,"Bacteria,",{%s.%} (Pl.),rogajaMtavaH
730,"Bad,",{%a.%},"niMdita, garhya"
731,"Badge,",{%s.%},"cihnaM, lakzaRaM"
732,"Badinage,",{%s.%},"upahAsaH, laGUkti"
733,"Baffle,",{%v. t.%},vyarTI-moGI-kf
734,"Bag,",{%s.%},"puwaH-waM, prasevaH, syUtaH, kozaH;"
735,"Bagatelle,",{%s.%},"kzudravizayaH, agurvarTaH"
736,"Baggage,",{%s.%},"sAmagrI, upakaraRaM, sADanaM;"
737,"Bagnio,",{%s.%},snAnAgAraM
738,"Bah,",{%interj.%},"ahaha, Dik"
739,"Bail,",{%s.%},"pratiBUH, lagnakaH, prAtiBAvyaM;"
740,"Bailiff,",{%s.%},AsedDf
741,"Bairn,",{%s. See%} {@Babe.@},
742,"Bait,",{%s.%},AmizaM;
743,"Bake,",{%v. t.%} (,kadO
744,"Balance,",{%s.%},"tulA, mApanaH;"
745,"Balcony,",{%s.%},"varaMqaH, pragrIvaH, vitardi-rdI"
746,"Bald,",{%a.%},vi-a-keSa
747,"Baldrick,",{%s.%},"meKalA, kAMcI, rasa"
748,"Bale,",{%s.%},"BAMqaM, BAraH; dravyapowalikA"
749,"Balk,",{%v. t. See%} {@Baffle.@} {%-s.%},"setuH, setubaMDaH"
750,"Ball,",{%s.%},kaMdukaH
751,"Ballad,",{%s.%},"gItaM, gIti"
752,"Ballast,",{%s.%},potasTEryadravyaM
753,"Balloon,",{%s.%},"vimAnaM, AkASa-vyoma-yAnaM"
754,"Ballot,",{%s.%},guwi
755,"Balm,",{%s.%},"guggulaH, vfkzaniryAsaH"
756,"Balsam,",{%s.%},"vilepanaM, aByaMjanaM"
757,"Baluster,",{%s.%},laGustaMBaH
758,"Balustrade,",{%s.%},laGustaMBapaMkti
759,"Bamboo,",{%v.%},"veRuH, vaMSaH, kIcakaH"
760,"Bamboozle,",{%See%} {@Cheat.@},
761,"Ban,",{%s.%},GozaRaM
762,"Banal,",{%a.%},"kzudra, laGu, tucCa"
763,"Banana,",{%s.%},"kadalI, tfRasArA, gucCaPalA"
764,"Band,",{%s.%},"baMDaH, pASaH, baMDanaM"
765,"Bandage,",{%s.%},"baMDaH, baMDanaM, pawwaH, AvezwanaM"
766,"Bandit,",{%s.%},"dasyuH, coraH, stenaH"
767,"Bandy,",{%v. t.%},itastato vikzip
768,"Bane,",{%s.%},"garaH-raM, vizaM"
769,"Bang,",{%v. t.%},prahf
770,"Bangle,",{%s.%},"valayaH-yaM, kaMkaRaM"
771,"Banian,",{%See%} ‘{@Banyan.@}’,
772,"Banish,",{%v. t.%},vi-nir-vas
773,"Bank,",{%s.%},"tIraM, kUlaM, tawaM-wI, roDas"
774,"Bankrupt,",{%s.%},"fRadAna-fRaSoDana-akzamaH,"
775,"Banner,",{%s.%},"DvajaH, patAkA, ketanaM, vEjayaMtI,"
776,"Banns,",{%s.%},vivAhaGozaRA
777,"Banquet,",{%s.%},"viSizwaBojanaM, svAdvannaBojanaM"
778,"Banter,",{%v. t.%},Barts
779,"Bantling,",{%s. See%} {@Baby.@},
780,"Banyan,",{%s.%},"vawaH, nyagroDaH"
781,"Bar,",{%s.%},"argalaM-lA, argalAbaMDaH"
782,"Barb,",{%s.%},"karRaH, SUlAgraM"
783,"Barbarian,",{%s.%},"grAmyaH, asaByaH"
784,"Barbarous,",{%a.%},vEdeSika
785,"Barber,",{%s.%},"nApitaH, kzOrikaH, kzurin"
786,"Bard,",{%s.%},vaMdin
787,"Bare,",{%a.%},"anAvfta, SUnya"
788,"Bargain,",{%s.%},saMvid
789,"Barge,",{%s.%},kelinOkA
790,"Bark,",{%v.%},tvac
791,"Barley,",{%s.%},"yavaH, pravewaH;"
792,"Barm,",{%s.%},surA-madya-maMqaH
793,"Barn,",{%s.%},"kuSUlaH, DAnyAgAraM, DAnyasaMgrahasTAnaM"
794,"Barometer,",{%s.%},AkASatolanayaMtraM
795,"Barrack,",{%s.%},"sEnyAvAsaH, sEnyAgAraM"
796,"Barrel,",{%s.%},dIrGagolAkAraM kAzWapAtraM
797,"Barren,",{%a.%},vaMDya
798,"Barricade,",{%s.%},"prAkAraH, vapraH-praM, prAcIraM"
799,"Barrier,",{%s.%},vfti
800,"Barrister,",{%s.%},uttaravAdin
801,"Barrow,",{%s.%},SUkaraH
802,"Barter,",{%s.%},"vinimayaH, pratidAnaM, pari"
803,"Base,",{%a.%},"nIca, anArya, Kala, duzwa, kadarya, jaGa-"
804,"Bashful,",{%a.%},"hrImat, lajjAvat, savrIqa, trapita,"
805,"Basil,",{%s.%},"tulasI, kuWerakaH, parRAsaH"
806,"Basin,",{%s.%},"BAMqaM, droRI"
807,"Basis,",{%s.%},mUlaM; yoni
808,"Bask,",{%v. t.%},sUryAtapaM ni-A-sev
809,"Basket,",{%s.%},"maMjUzA, pi"
810,"Bass,",{%s. See%} {@Base 4. 2.@},kawaH;
811,"Bastard,","{%a., s.%}","jAraja, kuMqa, kulawotpanna; kO-"
812,"Baste,",{%v. t.%},laguqena taq
813,"Bastile,",{%s.%},prAkArayuktaM durgaM
814,"Bastion,",{%s.%},vapraH-praM
815,"Bat,",{%s.%},"jatukA, ajinapatrA, parozRI, tElapAyi-"
816,"Batch,",{%s.%},"gaRaH, saMGaH, samUhaH"
817,"Bate,",{%See%} {@Abate.@},
818,"Bath,",{%s.%},"snAnAgAraM, snAnakuMqa, avagAhanasTAnaM"
819,"Bathe,",{%v. i.%},snA
820,"Bathos,",{%s.%},nIcatA
821,"Bating,",{%prep. See%} {@Except.@},
822,"Batlet,",{%s.%},rAjakaprayuktaH kAzWamudgaraH
823,"Baton,","{@Batoon,@} {%s.%}","daMqaH, gadA, yazwi"
824,"Battalion,",{%s.%},"gulmaH-lmaM, vAhinI, sEnyadalaM"
825,"Batten,",{%v. i.%},ApyE
826,"Batter,",{%v. t.%},mfd
827,"Battle,",{%s.%},"yudDaM, raRaH-RaM, samaraH, saMgrAmaH, saMKyaM,"
828,"Battue,",{%s.%},saMkulavaDaH-nizUdanaM
829,"Bauble,",{%s.%},"alpamUlyaM ABaraRaM, alpArDaM krI-"
830,"Bawd,",{%s.%},"kuwwinI, dUtI, SaMBalI"
831,"Bawl,",{%v. i.%},A-ut-kruS
832,"Bay,",{%a.%},"piMga, piMgala"
833,"Bayonet,",{%s.%},"nistriMSaH, gulikAprakzepaRIsaMsaktA"
834,"Bazar,",{%s.%},"ApaRaH-RaM, paRyavITikA-vITI, vi-"
835,"Be,",{%v. i.%},BU
836,"Beach,",{%s.%} (,samudra-
837,"Beacon,",{%s.%},"AkASadIpaH, maholkA"
838,"Bead,",{%s.%},"gulI, guwikA;"
839,"Beadle,",{%s.%},daMqaDaraH
840,"Beak,",{%s.%},caMcu
841,"Beam,",{%s.%},"tulA, sTURA;"
842,"Bean,",{%s.%},"mAzaH, SiMbikaH"
843,"Bear,",{%v. t.%},vah
844,"Beard,",{%s.%},SmaSru
845,"Beast,",{%s.%},"paSuH, mfgaH, jaMtuH;"
846,"Beat,",{%s.%},"AGAtaH, prahAraH; tAqanaM"
847,"Beatify,",{%v. t%},paramAnaMdaM dA
848,"Beatitude,",{%s.%},"mokzaH, mukti"
849,"Beau,",{%s.%},"suveSaH, suBagaMmanyaH"
850,"Beauty,",{%s.%},"sOMdaryaM, cArutA, lAvaRyaM, SoBA,"
851,"Beaver,",{%s.%},SirastrARaBAgaH
852,"Becalm,",{%v. t.%},nirvAta
853,"Because,",{%conj.%},"iti, hi"
854,"Beck,",{%s.%},saMjYA; saMketaH
855,"Become,",{%v. i.%},BU
856,"Bed,",{%s.%},"SayyA, SayanaM, talpaH-lpaM, sastaraH, Saya-"
857,"Bedash,","{@Bedaggie,@} {%See%} {@Stain.@}",
858,"Bedaub,",{%See%} {@Daub.@},
859,"Bedeck,",{%v. t.%},viBUz
860,"Bedew,",{%v. t.%},ArdrIkf
861,"Bedim,",{%v. t.%},malinIkf
862,"Bedizen,",{%v. t.%},parizkf
863,"Bediam,",{%s.%},"unmattAnAM nivAsaH, vAtulAlayaH"
864,"Bee,",{%s.%},"aliH, BramaraH, dvirePaH, SilImuKaH, BfMgaH,"
865,"Beef,",{%s.%},gomAMsaM
866,"Beer,",{%s.%},"yavasurA-raM, yavamadyaM"
867,"Beetle,",{%s.%},piMgakapiSA
868,"Befall,",{%v. t.%},A-samA-pat
869,"Befit,",{%v. t.%} {@Become.@},
870,"Befool,",{%v. t.%},vyAmuh
871,"Before,",{%prep.%} (Time),"prAk, pUrvaM, arvAk,"
872,"Befoul,",{%v. t.%},duz
873,"Befriend,",{%v. t.%},anugrah
874,"Beg,",{%v. i.%},Bikz
875,"Beget,",{%v. t.%},jan
876,"Begin,",{%v. t.%},A-prA-raB
877,"Begird,",{%v. t.%},parivezw
878,"Begone,",{%interj.%},"apehi, apasara, apayAhi"
879,"Begrease,",{%v. t.%},vasayA lip
880,"Begrime,",{%See%} {@Soil.@},
881,"Begrudge,","{%See%} {@Envy,@} {%v. t.%}",
882,"Beguile,",{%v. t.%},vinud
883,"Behalf,",(on or in),"arTaM, arTe, hetoH, kAra-"
884,"Behave,",{%v. i.%},Acar
885,"Behead,",{%v. t.%},SiraH
886,"Behest,",{%See%} {@Command@} ({%s.%}),
887,"Behind,",{%prep.%},"paScAt, pfzWataH,"
888,"Behold,",{%v. t.%},dfS
889,"Behoof,",{%s.%},"arTaH, PalaM, vfdDi"
890,"Behove,","{%v. t.%} Ex. by pot. pass. part.
pot. mood, or",arh
891,"Belabour,",{%v. t. See%} {@Beat.@},
892,"Belate,",{%v. i.%},cirAya
893,"Belay,",{%v. t.%},prati-upa-ruD
894,"Belch,",{%v. i.%},udvam
895,"Beleaguer,",{%See%} {@Besiege.@},
896,"Belie,",{%v. t.%},asatyaM Aruh
897,"Believe,",{%v. t.%},viSvas
898,"Belike,",{%adv.%},"api nAma, kiMsvit"
899,"Belittle,",{%v. t.%},laGUkf
900,"Bell,",{%s.%},GaMwA;
901,"Belladonna,",{%s.%},kaMwakArikA
902,"Belle,",{%s.%},"suMdarI, rUpavatI strI; suBagaMmanyA"
903,"Belles letters,",{%s.%},vANmayaM
904,"Bellicose,",{%a.%},"kalahapriya, -SIla, raRotsuka,"
905,"Belligerent,","{%a., s.%}","badDasamara; yoDanaSIla,"
906,"Bellow,",{%v. i.%},nad
907,"Bellows,",{%s.%},"BastrA, dfti"
908,"Belly,",{%s.%},"udaraM, jaWaraM, tuMdaM, kukziH;"
909,"Belong,",{%v. i.%},as
910,"Beloved,",{%a.%},"priya, izwa, dayita, vallaBa;"
911,"Below,",{%prep.%},"aDaH, aDastAt, tale,"
912,"Belt,",{%s.%},"meKalA, rasa"
913,"Bemangle,",{%See%} {@Mangle.@},
914,"Bemire,",{%v. t.%},paMkena malinayati
915,"Bemoan,",{%See%} {@Lament.@},
916,"Bench,",{%s.%},pIWaM; PalakaH;
917,"Bend,",{%v. t.%},nam
918,"Beneath,","{%prep., adv. See%} {@Below.@}",
919,"Benedict,",{%s.%},"navoQaH, navapariRItaH"
920,"Benediction,",{%s.%},ASis
921,"Benefaction,",{%s.%},"upakAraH, upakftaM, hitaM"
922,"Benefactor,",{%s.%},upakartf
923,"Benefice,",{%s.%},DarmaSikzakavfti
924,"Beneficence,",{%s.%},"upakAraSIlatA, paropakAraH;"
925,"Beneficent,",{%a.%},"dAna-tyAga-SIla, paropakArin,"
926,"Beneficial,",{%a.%},"hita, hitAvaha, upakAraka, lABa-"
927,"Benefit,",{%s.%},"upakAraH, hitaM, anugrahaH"
928,"Benevolence,",{%s.%},"parahitecCA, paropakAritA,"
929,"Benight,",{%v. t.%},tamasA AcCad
930,"Benign, Benignant,",{%a.%},"dayAlu, premapara,"
931,"Benison,",{%s.%},ASis
932,"Benumb,",{%v. t.%},jaqayati
933,"Bequeath,",{%v. t.%},mftyusamaye icCApatreRa dA
934,"Bereave,",{%v. t.%},vinAkf
935,"Berry,",{%s.%},"gulI, guwikA"
936,"Berth,",{%s.%},"SayanAgAraM, vAsagfhaM"
937,"Bescatter,",{%See%} {@Scatter.@},
938,"Beseech,",{%v. t.%},anunI
939,"Beseem,","{@-ly,@} {%See%} {@Become.@}",
940,"Beset,",{%v. t.%},ruD
