Entry No   Transliteration                          Word Info            Definition
6234       jalaprapAtaH, nirJaraH                   Linn,@               {%s.%}

6235       atasI, umA, kzumA, umA-atasI-            Linseed,@            {%s.%}

6236       kzOmOrRa                                 Linsey-woolsey,@     {%a.%}

6237       jvalanakAzWaM, agnidaSalAkA              Linstock,@           {%s.%}

6238       kzOmabaMDaH, vikeSikA                    Lint,@               {%s.%}

6239       dvArAgrakAzWaM, dvArorDvadAru            Lintel,@             {%s.%}

6240       siMhaH, hariH, kesarin                   Lion,@               {%s.%}

6241       ozWaH                                    Lip,@                {%s.%}

6242                                                Lipothymy,@          {%s. See%} {@Fainting, Swoon.@}

6243       klinnAkzatA, cullatvaM                   Lippitude,@          {%s.%}

6244                                                Liquate,@            {%See%} {@Liquefy@} below.

6245       vi-, dru                                 Liquefy,@            {%v. i.%}

6246       dravaH, rasaH, jalaM, drava-vastu-dravyaM, Liquid,@             {%s.%}

6247       SuD                                      Liquidate,@          {%v. t.%}

6248       surA, madyaM, hAlA, vAruRI, varuRA-      Liquor,@             {%s.%}

6249       svaraBaMgena-aspazwaM-vad                Lisp,@               {%v. i.%}

6250                                                Lissom,@             {%a. See%} {@Flexible.@}

6251       Avali-lI                                 List,@               {%s.%}

6252       Sru                                      Listen,@             {%v. i.%}

6253       mUla, muKya, prakfta, arUpaka; mU-       Literal,@            {%a.%}

6254       vidyA-sAhitya-saMbaMDin, vidyA-          Literary,@           {%a.%}

6255       SiTila, mfdu, Bidelima, suKanAmya        Lithe,@              {%a.%}

6256       SilAyA upari liK                         Lithograph,@         {%v. t,%}

6257       aSmarIhara, aSmarIGna                    Lithontriptic,@      {%a.%}

6258       mUtrASmocCedaH                           Lithotomy,@          {%s.%}

6259       aSmarIsaMGarzaH                          Lithotripsy,@        {%s.%}

6260       vivadamAna, vivAdArTin, kAryA-           Litigant,@           {%a.%}

6261       SibikA, yApyayAnaM                       Litter,@             {%s.%}

6262       alpa, alpaka, kzudra, laGu,              Little,@             {%a.%}

6263       tawasTa, tIrasTa                         Littoral,@           {%a.%}

6264       prArTanAmArgaH, BaktimArgaH              Liturgy,@            {%s.%}

6265       vas                                      Live,@               {%v. i.%}

6266       yakft                                    Liver,@              {%s.%}

6267       vezaH, kula-Arya-vezaH;                  Livery,@             {%s.%}

6268       nIla, nIlavarRa, sIsakavarRa, nIla-      Livid,@              {%a.%}

6269       kzArajalaM-aMbu                          Lixivium,@           {%s.%}

6270       sarawaH-wuH, kfka(ku)lAsaH-SaH,          Lizard,@             {%s.%}

6271       paSya, prekzasva                         Lo,@                 {%interj.%}

6272       BAraH, BaraH; Dur                        Load,@               {%s.%}

6273       ayaskAMtaH, ayomaRiH, loha-              Loadstone,@          {%s.%}

6274       apUpaH, pUpaH, pizwakaH, karaMBaH        Loaf,@               {%s.%}

6275       cikkaRa-snigDa-mfttikA                   Loam,@               {%s.%}

6276       fRaM, fRadAnaM, DanaprayogaH, Avihita-   Loan,@               {%s.%}

6277       anutsuka, anicCu, vi-parAN-muKa          Loath,@              {%a.%}

6278       garh                                     Loathe,@             {%v. t.%}

6279       sTUlakAyaH, sTUlaSarIraH                 Lob,@                {%s.%}

6280       saBopaSAlA, upagfhaM-SAlA                Lobby,@              {%s.%}

6281       (karRasya) pAli                          Lobe,@               {%s.%}

6282       sTAnika                                  Local,@              {%a.%}

6283       niviS                                    Locate,@             {%v. t.%}

6284       tAlaH-lakaM, tAlayaMtraM                 Lock,@               {%s.%}

6285       kuqupaH                                  Locket,@             {%s.%}

6286       sTAnAMtara-sTalAMtara-gamanaM,           Locomotion,@         {%s.%}

6287       niDiH, niDAnaM                           Locus,@              {%s.%}

6288       Sala (ra) BaH, SiriH                     Locust,@             {%s.%}

6289       vAkyaM, ukti                             Locution,@           {%s.%}

6290       DAtureKA                                 Lode,@               {%s.%}

6291       loDraH, gAlavaH, SA(sA)baraH, ti-        Lodh,@               {%s.%}

6292       nivas                                    Lodge,@              {%v. i.%}

6293       awwaH, caMdraSAlA, SirogfhaM, upari-     Loft,@               {%s.%}

6294       unnata, tuMga, ucca, unnamra, ucCrita,   Lofty,@              {%a.%}

6295       kAzWaM, dAru-kAzWa-KaMqaH-qaM; sTUla-bfhat- Log,@                {%s.%}

6296       saMvargamAnaM, GAtapramApakaH            Logarithm,@          {%s.%}

6297       sTUla-jaqa-budDiH, mUQaH,                Logger-head,@        {%s.%}

6298       tarkaH, nyAyaH, AnvIkzikI, nyAya         Logic,@              {%s.%}

6299       vAgyudDaM, vAkkalahaH, vitaMqA           Logomachy,@          {%s.%}

6300       SroRi-RI                                 Loin,@               {%s.%}

6301       vilaMb                                   Loiter,@             {%v. i.%}

6302       Alasyena avalaMb                         Loll,@               {%v. i.%}

6303       vivikta, nirjana, vi-                    Lone, Lonely,@       {%a.%}

6304       (atyaMtaM) spfh                          Long,@               {%v. i.%} (for)

6305       DruvakaH, drAGiman                       Longitude,@          {%s.%}

6306       sTUlajanaH, grAmyaH, vfzalaH, prAkftaH   Looby,@              {%s.%}

6307       dfS                                      Look,@               (at), {%v. i.%}

6308       veman                                    Loom,@               {%s.%}

6309       durjanaH, jAlmaH, kitavaH, DUrtaH        Loon,@               {%s.%}

6310       SikyaM, kAcaH                            Loop,@               {%s.%}

6311       SiTila, pra-, SlaTa, srasta, vigalita,   Loose,@              {%a.%}

6312       Cid                                      Lop,@                {%v. t.%}

6313       ekapArSve patayAlu                       Lopsided,@           {%a.%}

6314       vAvadUka, vAcAla-wa, muKara;             Loquacious,@         {%a.%}

6315       ISaH, praBuH, ISvaraH, svAmin            Lord,@               {%s.%}

6316       vidyA, jYAnaM;                           Lore,@               {%s.%}

6317       kavacena-pawalena Astf                   Loricate,@           {%v. t.%}

6318       anATa, aSaraRa;                          Lorn,@               {%a.%}

6319       apa-, hf                                 Lose,@               {%v. t.%}

6320       aMSaH, vi-, BAgaH, udDAraH               Lot,@                {%s.%}

6321                                                Loth,@               {%a. See%} {@Loath.@}

6322       DAvanaM, DAvanOzaDaM                     Lotion,@             {%s.%}

6323       guwikApAtaH; guwikapAtena nirRayaH       Lottery,@            {%s.%}

6324       padmaM, kamalaM, nalinaM, araviMdaM, utpalaM, Lotus,@              {%s.%}

6325       ucca, tAra, mahat, guru, uttAla; mahA-   Loud,@               {%a.%}

6326       udAs                                     Lounge,@             {%v. i.%}

6327       yUkaH-kA, keSakIwaH;                     Louse,@              {%s.%}

6328       grAmyajanaH, vfzalaH, grAmIRaH, sTUla-   Lout,@               {%s.%}

6329       DUmaraMDraM, DUmapaTaH-nirgamaH          Louver,@             {%s.%}

6330       ajamodA, ugragaMDA, brahmadarBA,         Lovage,@             {%s.%}

6331       preman                                   Love,@               {%s.%}

6332       nIca, nimna, nata, nI-                   Low,@                {%a.%} (Of place)

6333       Bakta, anurakta, dfQaBakti, Baktiyukta-  Loyal,@              {%a.%}

6334       grAmyaH, sTUlajanaH, sTUlaDIH-budDiH     Lubber,@             {%s.%}

6335       snigDa, cikkaga,                         Lubric, Lubricious,@ {%a.%}

6336                                                Lucent,@             {%a. See%} {@Bright.@}

6337       dIptimat, SoBana, supraBa, tejasvin,     Lucid,@              {%a.%}

6338       SukraH, BArgavaH;                        Lucifer,@            {%s.%}

6339       prakASada, dIptikara                     Luciferous,@         {%a.%}

6340       tejomaya                                 Luciform,@           {%a.%}

6341       dEvaM, BAgyaM, BAgaDeyaM, viDiH, niyati  Luck,@               {%s.%}

6342       lABaH, AyaH, AgamaH, PalaM, vfdDi        Lucre,@              {%s.%}

6343       rAtrO aDi-i                              Lucubrate,@          {%v. i.%}

6344                                                Luculent,@           {%a. See%} {@Lucid.@}

6345       hAsya, hAsakara                          Ludicrous,@          {%a.%}

6346       balena Akfz                              Lug,@                {%v. t.%}

6347       paricCadaH, upaskaraH, yAtrAsA-          Luggage,@            {%s.%}

6348       SokAtmaka, duHKAtmaka, kAru-             Lugubrious,@         {%a.%}

6349       kozRa, kavozRa, maMdozRa,                Lukewarm,@           {%a.%}

6350       Sam                                      Lull,@               {%v. i.%}

6351       kawivedanA                               Lumbago,@            {%s.%}

6352       BAraH, nirarTakadravyaM, nizprayojana-   Lumber,@             {%s.%}

6353       jyotis                                   Luminary,@           {%s.%}

6354       tejomaya                                 Luminous,@           {%a.%}

6355       rASiH, saMGaH, gaRaH, samUhaH, oGaH,     Lump,@               {%s.%}

6356       cAMdra                                   Lunar,@              {%a.%}

6357       arDacaMdrAkAra                           Lunated,@            {%a.%}

6358       unmatta, sonmAda, vAtula, BrAMta-        Lunatic,@            {%a.%}

6359       upahAraH, laGvAhAraH                     Lunch, Luncheon,@    {%s.%}

6360       arDacaMdrAkftiH                          Lune,@               {%s.%}

6361       tilakaM, kloman                          Lungs,@              {%s.%}

6362       caMdrAkfti, caMdrAkAra                   Luniform,@           {%a.%}

6363       dvidalaM, SamIDAnyaM                     Lupine,@             {%s.%}

6364       apa-sf                                   Lurch,@              {%v. i.%}

6365       pra-vi-luB                               Lure,@               {%v. t.%}

6366       vi-, pAMqu, malina, ugradarSana, Gora-   Lurid,@              {%a.%}

6367       niBfte-pracCannaM-sTA                    Lurk,@               {%v. i.%}

6368       lalita, suBaga, atimaDura,               Luscious,@           {%a.%}

6369       sarasa, rasagarBa                        Lush,@               {%a.%}

6370       kAmaH, kAmAnalaH, mETunecCA, suratA-     Lust,@               {%s.%}

6371       mahAbala, savIrya, sasattva, sabala,     Lusty,@              {%a.%}

6372       pAvana, pAvaka, SudDikara                Lustral,@            {%a.%}

6373       dyutiH, kAMtiH, dIptiH, ruciH,           Lustre,@             {%s.%}

6374       varzapaMcakaM                            Lustrum,@            {%s.%}

6375       paMkasTa, kardamavAsin                   Lutarious,@          {%a.%}

6376       vIRA, vallakI, vipaMcI-cikA,             Lute,@               {%s.%}

6377       pItavarRa                                Luteous,@            {@Lutescent,@} {%a.%}

6378       visaM-DA                                 Luxate,@             {%v. t.%}

6379       vizayasuKaM, suKopaBogaH, suKa-          Luxury,@             {%s.%}

6380       kzArodakaM, kzArajalaM                   Lye,@                {%s.%}

6381       vasA, medas                              Lymph,@              {%s.%}

6382       vanamArjAraH-biqAlaH                     Lynx,@               

6383       vIRA, vipaMcI;                           Lyre,@               {%s.%}

6384       agnijvAlA, suBikzA, DAtakI,              Lythrum,@            {%s.%}

6385       vakratuMqaH, SukaH, kIraH                M.@}
